,scenario_id,roaduser_id,startx_axis,starty_axis,endx_axis,endy_axis,speed,max_speed,numberofcycle,start_cycle,user_type,strategy
543,23,p71,15.9802,9.1436,11.4708,31.249000000000002,1.2449014097509892,1.804746339561206,43.0,13.0,1,1
544,23,p72,15.2522,8.8106,10.6129,31.0488,1.3184992870684458,1.8089377009965153,43.0,13.0,1,1
545,23,p73,17.0136,7.9449,13.9746,31.1207,1.395459555128704,1.6100589047364282,46.0,13.0,1,1
546,23,p74,18.2468,7.9182,14.7549,31.2967,1.3536459101256872,1.6328469944235458,46.0,13.0,1,1
547,23,p75,15.9739,7.1181,12.9395,31.4344,1.3690257338706238,1.9385893269310897,47.0,13.0,1,1
548,23,p78,19.5269,5.768,16.086,31.348000000000003,1.3809405237011476,1.6358583483341527,59.0,13.0,1,1
549,23,p79,19.1601,6.0236,15.4586,31.5227,1.3759571395941081,1.628143651878909,59.0,13.0,1,1
550,23,p80,18.5871,6.2006,14.8397,30.8736,1.3309021188652457,1.6221102920247685,58.0,13.0,1,1
551,23,p81,17.329,4.7187,14.5156,31.1742,1.5061434327447039,2.0478515743209353,49.0,13.0,1,1
552,23,p82,16.7113,4.5897,15.1113,31.3884,1.4628049904208011,1.8673194486397986,49.0,13.0,1,1
553,23,p88,17.1872,3.0279,8.3069,31.0123,1.158059415574175,1.4092501360140695,68.0,16.0,1,1
554,23,p89,19.4492,3.8437,13.7364,30.803,1.4919346902595974,1.7415358432833838,58.0,16.0,1,1
555,23,p91,20.203,3.3038,20.4804,31.4804,1.4350163762131778,1.694940918599174,56.0,17.0,1,1
556,23,p92,19.5779,3.2327,19.9729,31.2693,1.4420344101303546,1.732115023800468,56.0,17.0,1,1
557,23,p93,18.0875,2.7034,12.8394,30.9992,1.0604499045216609,1.5517175532309953,64.0,17.0,1,1
558,23,p94,16.5718,3.4521,10.4055,31.3805,1.1693064824929347,1.5757063744804085,64.0,19.0,1,1
559,23,p95,17.2107,3.4855,11.3038,31.2554,1.2062070883558926,1.5734562734229374,64.0,19.0,1,1
560,23,p96,16.6328,3.1163,9.9741,31.303,1.1577890826916621,1.527553826209728,67.0,21.0,1,1
